Stock,Year,"Cost of Revenue, Total",Inventories - Other,"Accounts Receivable - Trade, Net",Total Current Assets,Net Sales,Gross Revenue,Total Current Liabilities,Cash from Operating Activities,Total Liabilities,Total Equity,Net Income Incl Extra Before Distributions,Gross Profit,Operating Income,"Total Assets, Reported","Accounts Receivable - Trade, Net",Accounts Payable,Net Income Before Taxes,Interest Expense - Operating,"Interest Expense, Supplemental","Total Fixed Assets, Net",EBITDA,Cash from Investing Activities
PMB.HN,2021,1949750285690.00,51015360490.00,13872354940,2.1378E+11,NULL,2.08411E+12,67186025200,15621049960,67186025200,1.62216E+11,38402353760,1.06624E+11,40764390680,2.29402E+11,13872354940,13181976060,48151736360,633849320,633849320,564986349160.00,43460897740.00,1321443730.00
PMB.HN,2022,2647320857940.00,66339869800.00,11921818820,1.83642E+11,NULL,2.7678E+12,43408922990,-6124930780,43408922990,1.54312E+11,17845857920,88262368640,16871832660,1.97721E+11,11921818820,4760154600,22353072400,328145210,328145210,638085593060.00,19504008520.00,-141956350.00
DAT.HM,2016,880739001680.00,42214996610.00,1.6182E+11,6.80151E+11,NULL,9.4473E+11,4.62121E+11,-19241045010,6.4541E+11,4.50199E+11,24416731900,63991307840,26189153430,1.09561E+12,1.6182E+11,27326390390,26252013140,30971070140,30971070140,463802490060.00,64280915200.00,-280874375080.00
DAT.HM,2017,1348962981180.00,-1038760780.00,2.06953E+11,7.4789E+11,NULL,1.43602E+12,6.12991E+11,-1.25173E+11,8.46493E+11,4.75563E+11,25363885580,86915037270,27352493670,1.32206E+12,2.06953E+11,70735887800,26829670270,49162560220,49162560220,533684959960.00,74026510120.00,44828494480.00
DAT.HM,2018,1469961036640.00,-10992791430.00,1.61777E+11,7.22863E+11,NULL,1.58684E+12,6.55848E+11,-23627101540,8.40332E+11,5.27077E+11,51513702590,1.16831E+11,61025544310,1.36741E+12,1.61777E+11,32003657360,58959446650,42051844440,42051844440,467133360240.00,103615518790.00,-63293270650.00
DAT.HM,2019,2367922108590.00,47563806580.00,3.19576E+11,1.10139E+12,NULL,2.49328E+12,8.54235E+11,-39787953530,9.86002E+11,5.89349E+11,62271882840,1.25346E+11,69356840600,1.57535E+12,3.19576E+11,38498332580,69211846210,53563862210,53563862210,417312743490.00,132807797290.00,-1321916650.00
DAT.HM,2020,2046150706420.00,0.00,3.46127E+11,1.09578E+12,NULL,2.15989E+12,8.41368E+11,1.14263E+11,9.92893E+11,6.46273E+11,51920618520,1.13734E+11,58023232080,1.63917E+12,3.46127E+11,25896295020,57673950710,67766046630,67766046630,7489414066420.00,137961279460.00,40714989750.00
DAT.HM,2021,2173050227030.00,NULL,4.69398E+11,1.15188E+12,NULL,2.25998E+12,8.68497E+11,95808201540,9.42688E+11,6.8356E+11,34660450380,86921713950,39822871220,1.62625E+12,4.69398E+11,1.31226E+11,39460579120,52972619510,52972619510,9063932007759.99,111521613200.00,-155580311250.00
DAT.HM,2022,2856697128560.00,79434364320.00,5.67981E+11,1.2865E+12,NULL,2.99973E+12,9.4271E+11,37682349320,9.86409E+11,7.66623E+11,80429473510,1.37947E+11,89311101450,1.75303E+12,5.67981E+11,1.2598E+11,89035510690,53948378780,53948378780,10321725824160.00,158861748080.00,38244419360.00
VGC.HM,2016,6160098338000.00,49012367240.00,7.75468E+11,5.39197E+12,NULL,8.14584E+12,4.42956E+12,1.03458E+12,9.13992E+12,3.95268E+12,5.1375E+11,1.97868E+12,8.02546E+11,1.30926E+13,7.75468E+11,1.04498E+12,7.68737E+11,1.60691E+11,1.60691E+11,11976930579590.00,1201880353959.99,-1098296889570.00
VGC.HM,2017,7028217346800.00,33564054720.00,8.80289E+11,6.83172E+12,NULL,9.20447E+12,4.36278E+12,1.48472E+12,9.8431E+12,6.24982E+12,6.23893E+11,2.16725E+12,9.5152E+11,1.60929E+13,8.80289E+11,1.06983E+12,9.48344E+11,1.5004E+11,1.5004E+11,10932457501260.00,1455466055100.00,-2102085015210.00
VGC.HM,2018,6767914235300.00,40949220240.00,7.25335E+11,6.02534E+12,NULL,8.8169E+12,4.52939E+12,1.53843E+12,1.02753E+13,6.25785E+12,5.65495E+11,2.04418E+12,8.3909E+11,1.65332E+13,7.25335E+11,1.09279E+12,8.46848E+11,1.7263E+11,1.7263E+11,13767758914400.00,1304445831339.99,-1787573344340.00
VGC.HM,2019,7725612871550.00,28263857590.00,6.96794E+11,7.5806E+12,NULL,1.01616E+13,6.30198E+12,3.79425E+12,1.3456E+13,6.34688E+12,6.51502E+11,2.42003E+12,9.79441E+11,1.98029E+13,6.96794E+11,1.12797E+12,9.7014E+11,1.69334E+11,1.69334E+11,14547167236020.00,1515981605550.00,-1984118660900.00
VGC.HM,2020,7105367181450.00,5413147780.00,5.68074E+11,6.81605E+12,NULL,9.45527E+12,7.33649E+12,2.77329E+12,1.16171E+13,6.36016E+12,6.0075E+11,2.32768E+12,8.48654E+11,1.79772E+13,5.68074E+11,1.09014E+12,8.40701E+11,1.60976E+11,1.60976E+11,102520857710.00,1394391121140.00,-2709810070960.00
VGC.HM,2021,8321786264280.00,19257070970.00,3.97699E+11,7.9415E+12,NULL,1.12111E+13,8.55127E+12,4.79488E+12,1.49007E+13,7.0964E+12,1.22365E+12,2.87253E+12,1.55957E+12,2.19971E+13,3.97699E+11,1.30426E+12,1.54144E+12,1.60712E+11,1.60712E+11,101694579800.00,1929016507550.00,-3523413256280.00
VGC.HM,2022,10354300437630.00,-13169596140.00,5.68324E+11,8.10798E+12,NULL,1.46079E+13,8.39077E+12,2.48153E+12,1.5343E+13,7.61587E+12,1.72819E+12,4.23815E+12,2.2636E+12,2.29589E+13,5.68324E+11,1.59044E+12,2.3052E+12,2.51377E+11,2.51377E+11,106830251780.00,3032430239670.00,-2522557206750.00
VMS.HN,2016,202772429660.00,4269407420.00,43211303340,1.06959E+11,NULL,2.28293E+11,49442695400,15996549390,1.01887E+11,1.41456E+11,-1239092690,25520380190,-2069186580,2.43343E+11,43211303340,22258858720,-1805329470,NULL,NULL,102513410960.00,20055810390.00,-3778012980.00
VMS.HN,2017,197444504330.00,3251917830.00,37871145090,1.13596E+11,NULL,2.11293E+11,50113084400,15023305000,1.02455E+11,1.45739E+11,4353208720,13848711220,3973684330,2.48194E+11,37871145090,16430959010,4974892260,NULL,NULL,99048316630.00,6580644930.00,3073007300.00
VMS.HN,2018,211652721290.00,1368243090.00,45954861810,1.15877E+11,NULL,2.3084E+11,47371557070,5800777380,1.00276E+11,1.47546E+11,5788788300,19187428260,6835183390,2.47822E+11,45954861810,17331726950,6892810370,NULL,NULL,95534755920.00,8623827840.00,-11481261390.00
VMS.HN,2019,215512105290.00,2511519870.00,53636048450,1.29211E+11,NULL,2.37859E+11,55870108340,1830524630,1.0926E+11,1.47791E+11,6366276910,22347156760,7368934400,2.57051E+11,53636048450,20777647310,7818249830,NULL,NULL,91243953340.00,9112609030.00,-18010257320.00
VMS.HN,2020,204974259720.00,2300704080.00,52091218690,1.43907E+11,NULL,2.32244E+11,56636761130,14828283570,1.10929E+11,1.57408E+11,11453429790,27269347140,11104046730,2.68336E+11,52091218690,21610933870,14240537230,NULL,NULL,2524802530859.99,12717552520.00,-21394279800.00
VMS.HN,2021,196037791400.00,1578570100.00,47112063950,1.29566E+11,NULL,2.21028E+11,46592083050,-1776080530,1.01781E+11,1.48701E+11,10791590490,24990189270,12736479430,2.50482E+11,47112063950,13669942480,13388436300,NULL,NULL,5641959795459.99,12042416860.00,5963340870.00
VMS.HN,2022,188245689910.00,843833110.00,37108127250,1.21831E+11,2.11609E+11,NULL,34455660630,12474354050,90306696910,1.48107E+11,9767791750,23363272910,10656575800,2.38414E+11,37108127250,7913964370,12210369940,NULL,NULL,7965401884830.00,11287789690.00,304353580.00
GEX.HM,2016,6352385817970.00,1599320549700.00,1.18662E+12,6.37526E+12,NULL,7.40935E+12,3.78016E+12,-8862681120,6.28258E+12,2.65054E+12,5.3367E+11,9.44728E+11,7.69398E+11,8.93312E+12,1.18662E+12,6.18098E+11,7.71578E+11,67726821030,91246445190,11820151163520.00,690636806700.00,-499683121680.00
GEX.HM,2017,10022173848640.00,12369113680.00,1.61394E+12,7.44758E+12,NULL,1.20948E+13,4.76444E+12,-30513376530,9.5198E+12,4.24099E+12,6.37281E+11,1.96197E+12,1.10455E+12,1.37608E+13,1.61394E+12,8.50417E+11,1.14462E+12,3.7239E+11,3.96746E+11,13472406978090.00,1491358772090.00,-2459937360720.00
GEX.HM,2018,11497685099240.00,172198366280.00,1.80861E+12,8.104E+12,NULL,1.38287E+13,6.82652E+12,4.93396E+11,1.16239E+13,5.62259E+12,9.42442E+11,2.20144E+12,1.49023E+12,1.72465E+13,1.80861E+12,2.04686E+12,1.53307E+12,4.5951E+11,4.73752E+11,29400364688880.00,1665655140740.00,-1368537816560.00
GEX.HM,2019,12579214912090.00,135166440430.00,1.8394E+12,8.38211E+12,NULL,1.54404E+13,7.65514E+12,1.16789E+12,1.48803E+13,6.35012E+12,6.03171E+11,2.73577E+12,1.13385E+12,2.12304E+13,1.8394E+12,1.13289E+12,1.07095E+12,6.54451E+11,6.57663E+11,30760408083120.00,1998900153700.00,-3933906902870.00
GEX.HM,2020,15326007423000.00,320020295890.00,3.87333E+12,1.3071E+13,NULL,1.80863E+13,1.08313E+13,3.73324E+11,2.02996E+13,6.85251E+12,8.01705E+11,2.62271E+12,1.13271E+12,2.71521E+13,3.87333E+12,2.96452E+12,1.1972E+12,8.44827E+11,8.49312E+11,57865778950.00,2012265613720.00,-2979940652720.00
GEX.HM,2021,24208643632760.00,740041817510.00,3.31939E+12,2.98033E+13,NULL,2.87628E+13,2.29745E+13,-2.51376E+12,4.915E+13,1.20393E+13,1.0387E+12,4.36976E+12,2.01967E+12,6.11893E+13,3.31939E+12,3.6911E+12,2.05699E+12,1.219E+12,1.22227E+12,120574766390.00,3592231687620.00,-5776732490890.00
GEX.HM,2022,25631674117400.00,9132781735990.00,2.1759E+12,1.98318E+13,NULL,3.22637E+13,1.72687E+13,7.7853E+12,4.03147E+13,1.20862E+13,3.79704E+11,6.45826E+12,2.01358E+12,5.24009E+13,2.1759E+12,3.3155E+12,2.09343E+12,1.37401E+12,1.37401E+12,223723077310.00,4363169472220.00,-3093594179690.00
MBG.HN,2016,391114372390.00,19755226000.00,63096680860,88149702340,4.08417E+11,NULL,46960579240,10713162880,47168391740,98847089550,9395323460,17303093530,12273466700,1.46015E+11,63096680860,39698548410,11817024320,363500320,363500320,267636199280.00,14181697440.00,-14514015520.00
MBG.HN,2017,431056148940.00,21852520090.00,99908245470,1.38188E+11,4.39353E+11,NULL,38155727710,-38568079920,38155727710,2.20607E+11,1937219740,8297173960,2478333050,2.58762E+11,99908245470,36031901260,2478333050,73784780,73784780,279136700480.00,5284909980.00,-67494235430.00
MBG.HN,2018,476613771760.00,47427561740.00,1.0632E+11,2.8094E+11,4.99336E+11,NULL,70285637680,-1.01044E+11,70285637680,4.34377E+11,14156961120,22722223480,17776306670,5.04663E+11,1.0632E+11,53615157660,17727074500,565537780,565537780,309526567990.00,21957489170.00,-107675153460.00
MBG.HN,2019,634485494490.00,45556401880.00,1.87415E+11,2.52837E+11,6.62943E+11,NULL,64385432740,42699599540,65085266060,4.55388E+11,21174424880,28457030960,26580270950,5.20473E+11,1.87415E+11,42652818800,26554198940,647867160,647867160,339576665950.00,27938930100.00,-45477119570.00
MBG.HN,2020,674772937020.00,92832258190.00,1.58568E+11,5.04826E+11,7.17236E+11,NULL,49708585660,-2.24793E+11,50161418980,7.33801E+11,28730934970,42463366520,36167176930,7.83963E+11,1.58568E+11,15007434180,36024272140,1378289630,1378289630,137861409050.00,45914847700.00,-19864801110.00
MBG.HN,2021,782651995980.00,191936313590.00,1.44755E+11,5.94477E+11,8.83491E+11,NULL,86204568380,1.17389E+11,87845076690,8.16158E+11,82021119570,1.00839E+11,1.0279E+11,9.04003E+11,1.44755E+11,23181147750,1.0271E+11,783785980,783785980,172872567250.00,103577160630.00,-16457085990.00
MBG.HN,2022,1091653033280.00,330536190670.00,3.95933E+11,1.11494E+12,1.21896E+12,NULL,1.35797E+11,-3.48199E+11,1.38674E+11,1.31584E+12,1.00633E+11,1.27311E+11,1.25996E+11,1.45451E+12,3.95933E+11,29724464940,1.2586E+11,1903387150,1903387150,178843934680.00,125980596540.00,-145706938740.00
TFC.HN,2016,292811588820.00,79186255700.00,1.49467E+11,3.28782E+11,NULL,3.46335E+11,1.95628E+11,-3338147040,2.85755E+11,1.87565E+11,1096038350,51762357350,1424098590,4.73319E+11,1.49467E+11,29213579050,600046970,5351344410,5351344410,41111089460.00,9318145140.00,-70687815090.00
TFC.HN,2017,377260862430.00,82179619710.00,1.67766E+11,3.70076E+11,NULL,4.33499E+11,2.48057E+11,28687166850,3.58077E+11,1.90893E+11,3718863390,56224451440,1177610480,5.48971E+11,1.67766E+11,54034391590,1271793130,12019027220,12019027220,36677291850.00,20148955020.00,-39082473860.00
TFC.HN,2018,389418885170.00,76262204920.00,1.56406E+11,3.33005E+11,NULL,4.68768E+11,2.24758E+11,23057497450,3.26006E+11,1.9264E+11,7375713110,78424758300,5646868820,5.18646E+11,1.56406E+11,38359507170,5817960730,16059527110,16059527110,38106558310.00,32547503010.00,-7912421150.00
TFC.HN,2019,447961442970.00,68107411700.00,2.24296E+11,3.93168E+11,NULL,5.38739E+11,2.7309E+11,-17373316520,2.7909E+11,2.08063E+11,22912885190,90724885840,25693004160,4.87153E+11,2.24296E+11,43840661990,23337392030,17519257090,17519257090,41749540530.00,45276685760.00,-10454662860.00
TFC.HN,2020,570262193410.00,89798964110.00,2.25536E+11,4.56557E+11,NULL,6.58803E+11,3.48966E+11,19851674630,3.53786E+11,2.23089E+11,20115687730,88479832520,23268966700,5.76876E+11,2.25536E+11,67191428780,23296039710,9905900340,9905900340,220276898180.00,31669638030.00,-36349104970.00
TFC.HN,2021,632964958110.00,142888088980.00,1.71582E+11,4.51854E+11,NULL,6.73653E+11,4.07525E+11,-38118535570,4.13097E+11,1.76961E+11,-27809983080,38609776030,-28598401410,5.90058E+11,1.71582E+11,44065510530,-28628120060,11394158760,11394158760,315519149630.00,-17300934050.00,-63920738430.00
TFC.HN,2022,740996716090.00,130491098490.00,2.44185E+11,5.42428E+11,NULL,8.50206E+11,5.02787E+11,-23744698020,5.09374E+11,2.03353E+11,26932941170,1.09145E+11,28601784280,7.12727E+11,2.44185E+11,75207981630,28888890040,14884159010,14884159010,318740353090.00,46161368070.00,13834968120.00
SGN.HM,2016,597302927900.00,59460000.00,1.7057E+11,3.19949E+11,8.76565E+11,NULL,1.79762E+11,2.13148E+11,1.88132E+11,3.52094E+11,1.74205E+11,2.79262E+11,2.17965E+11,5.40226E+11,1.7057E+11,51985724020,2.17978E+11,0,0,471020805150.00,249166694590.00,-143726853190.00
SGN.HM,2017,722000383380.00,135930000.00,1.72098E+11,3.82573E+11,1.10595E+12,NULL,1.91091E+11,3.03485E+11,2.41063E+11,4.57029E+11,2.08327E+11,3.8395E+11,2.87965E+11,6.98092E+11,1.72098E+11,49824484840,2.88277E+11,NULL,NULL,456303271340.00,348327290190.00,-198418237830.00
SGN.HM,2018,815980822160.00,4273297380.00,1.9536E+11,6.45832E+11,1.27657E+12,NULL,2.54268E+11,3.75033E+11,3.32707E+11,6.32122E+11,2.6409E+11,4.60585E+11,3.68609E+11,9.64829E+11,1.9536E+11,65783525260,3.68466E+11,NULL,NULL,334032080980.00,428506818990.00,-53023154270.00
SGN.HM,2019,995214333990.00,1050731980.00,2.93931E+11,7.81265E+11,1.58515E+12,NULL,2.71266E+11,3.49619E+11,3.65938E+11,8.87487E+11,3.46073E+11,5.89936E+11,4.73423E+11,1.25342E+12,2.93931E+11,58914317150,4.73797E+11,NULL,NULL,238176171230.00,548489453870.00,-443696803250.00
SGN.HM,2020,562974851970.00,240147270.00,2.74475E+11,5.8835E+11,7.30827E+11,NULL,1.49069E+11,75755206440,2.16319E+11,8.29201E+11,88133233830,1.67852E+11,1.09227E+11,1.04552E+12,2.74475E+11,18695609140,1.09317E+11,NULL,NULL,214028161380.00,219099671490.00,45193113180.00
SGN.HM,2021,381484038720.00,240200000.00,1.78471E+11,6.04218E+11,4.88319E+11,NULL,1.05557E+11,1.88125E+11,1.62795E+11,7.75794E+11,53603440440,1.06835E+11,58543830840,9.38589E+11,1.78471E+11,11422359230,58532071920,NULL,NULL,195273198380.00,171785265820.00,8134800370.00
SGN.HM,2022,724296998290.00,238386360.00,2.96688E+11,8.38027E+11,9.95163E+11,NULL,1.97207E+11,1.89257E+11,2.56993E+11,8.19549E+11,1.38004E+11,2.70866E+11,1.73763E+11,1.07654E+12,2.96688E+11,33861912460,1.72361E+11,NULL,NULL,27794741161500.00,266693509970.00,-311470052960.00
HHV.HM,2017,386179586890.00,451998790.00,62558389830,3.8707E+11,NULL,4.33124E+11,5.30723E+11,1.59513E+11,5.39012E+11,62086265730,12408241210,46820501610,16051959990,6.01098E+11,62558389830,70228191620,15565309130,8647965880,8647965880,30522184205040.00,32568731760.00,-134202341940.00
HHV.HM,2018,360904381080.00,7464363550.00,27336098220,1.51354E+11,NULL,3.94699E+11,2.54154E+11,-22252838420,2.58964E+11,1.01451E+11,13174456650,33794707730,15716771950,3.60415E+11,27336098220,52118095810,14981188900,8574896990,8574896990,32196833482710.00,25547135070.00,-13407194070.00
HHV.HM,2019,263526741070.00,4049162430.00,29615626580,2.0309E+12,NULL,4.77098E+11,2.68883E+12,2.28805E+11,2.40688E+13,5.93528E+12,2.01106E+11,2.13571E+11,-77602465470,3.00041E+13,29615626580,1.09733E+12,1.58081E+11,2.4713E+11,2.4713E+11,33883175489560.00,215746385840.00,-702380666020.00
HHV.HM,2020,499445581860.00,259142130.00,27892272830,1.4438E+12,NULL,1.20253E+12,3.57698E+12,-12989860690,2.61789E+13,6.23794E+12,1.37188E+11,7.01898E+11,1.78374E+11,3.24169E+13,27892272830,1.06686E+12,1.77636E+11,4.80298E+11,4.80298E+11,273803196370.00,810876111560.00,-1303461994710.00
HHV.HM,2021,936332401990.00,243035760.00,3.91129E+11,1.38906E+12,NULL,1.86134E+12,3.23452E+12,1.62222E+11,2.74556E+13,6.50784E+12,2.68873E+11,9.25008E+11,3.12436E+11,3.39635E+13,3.91129E+11,1.12943E+12,3.33188E+11,5.50795E+11,5.50795E+11,229707663190.00,1089625271860.00,-198844487510.00
HHV.HM,2022,1071785911770.00,160580650920.00,1.91735E+11,1.18444E+12,NULL,2.09461E+12,2.66978E+12,3.64787E+11,2.84542E+13,7.18895E+12,2.75014E+11,1.02282E+12,3.49712E+11,3.56431E+13,1.91735E+11,1.09386E+12,3.49385E+11,6.476E+11,6.476E+11,199408261070.00,1231327325580.00,-193782878990.00
VSA.HN,2016,772160237920.00,0.00,1.33038E+11,3.3679E+11,8.63511E+11,NULL,2.59166E+11,11062895960,3.1344E+11,3.05563E+11,44724708100,91351079840,30729898680,6.19003E+11,1.33038E+11,87912963770,52752985480,0,0,188454216830.00,22212953050.00,-23458082190.00
VSA.HN,2017,772648207110.00,877500.00,1.33788E+11,3.61518E+11,8.64323E+11,NULL,2.70186E+11,27123146320,2.7276E+11,3.27417E+11,44634432190,91674425380,45603722540,6.00177E+11,1.33788E+11,1.09391E+11,52015116190,17576880,17576880,173967290560.00,30161118990.00,12076675720.00
VSA.HN,2018,822462551190.00,0.00,1.4913E+11,4.20529E+11,9.14804E+11,NULL,2.80572E+11,1603298530,2.82317E+11,3.46496E+11,51589631900,92341244790,62510147300,6.28812E+11,1.4913E+11,1.03522E+11,61334547300,55996270,55996270,161382867300.00,18953289470.00,44104815930.00
VSA.HN,2019,788997020880.00,NULL,1.27564E+11,3.537E+11,8.78333E+11,NULL,2.04991E+11,-44176352540,2.06517E+11,3.449E+11,36313548370,89336379030,41571255100,5.51418E+11,1.27564E+11,81522399140,42194940180,38245230,38245230,159273140430.00,28767146120.00,79809372930.00
VSA.HN,2020,937196004030.00,NULL,1.62221E+11,4.37489E+11,1.01315E+12,NULL,2.41861E+11,32725164840,2.4321E+11,3.77206E+11,36956167660,75950400580,41986719590,6.20416E+11,1.62221E+11,92202203410,42254086860,17011830,17011830,98141229130.00,29113860010.00,-1739773820.00
VSA.HN,2021,1507891270850.00,NULL,2.22013E+11,6.1397E+11,1.60552E+12,NULL,4.13468E+11,1.16689E+11,4.14856E+11,3.69524E+11,38467159940,97630140810,47808147740,7.8438E+11,2.22013E+11,1.5409E+11,48020977070,0,0,66146445130.00,44482710410.00,3807703470.00
VSA.HN,2022,1534865879990.00,15158278730.00,1.71749E+11,5.02318E+11,1.64057E+12,NULL,3.12656E+11,-16886938550,3.13543E+11,3.6915E+11,42574269990,1.05707E+11,46616029800,6.82693E+11,1.71749E+11,1.15905E+11,53059091520,0,0,175814528540.00,38190372010.00,8755917950.00
TEG.HM,2016,101129130250.00,0.00,9105905170,59960264080,1.33415E+11,NULL,9639966700,20238268260,9877706700,1.88464E+11,31671849890,32285666360,39557901390,1.98341E+11,9105905170,355584500,39557938750,62999240,62999240,258372139610.00,27305408010.00,-21980423370.00
TEG.HM,2017,141787110610.00,46072637210.00,7136644750,1.20302E+11,1.85079E+11,NULL,52106273810,-1497860320,60306392140,2.18059E+11,29595014790,43291612930,40726857150,2.78365E+11,7136644750,1391295120,40722991140,776100140,776100140,318334018020.00,34429999210.00,27945890630.00
TEG.HM,2018,117490830820.00,NULL,48916279400,1.3246E+11,1.81892E+11,NULL,95049057500,48198401540,1.04118E+11,2.49179E+11,31787356810,64401382650,44852390950,3.53297E+11,48916279400,9507299990,44206030700,1093531390,1093531390,647489682660.00,55508996700.00,-64891616390.00
TEG.HM,2019,135086885970.00,39154550.00,38288093800,2.29321E+11,1.57925E+11,NULL,1.01004E+11,72276121740,1.80504E+11,3.52437E+11,3489184190,22837999900,8734208210,5.32941E+11,38288093800,41592158730,8402217640,2221336100,2221336100,658769826390.00,18726991940.00,-163275227740.00
TEG.HM,2020,203457050060.00,10552585900.00,27613405830,2.10912E+11,2.14715E+11,NULL,1.11918E+11,42229621830,2.05001E+11,3.59991E+11,7554695080,11257626860,9796560630,5.64992E+11,27613405830,42338286460,9751356800,2899479260,2899479260,160213505790.00,15196845600.00,-58546862400.00
TEG.HM,2021,216648030390.00,0.00,1.33525E+11,5.46359E+11,2.4983E+11,NULL,2.35128E+11,-1.92622E+11,4.98925E+11,7.25629E+11,46284128170,33182433050,29376540050,1.22455E+12,1.33525E+11,46835301240,60728988900,3648264720,3648264720,217866318480.00,41833645590.00,-211347418270.00
TEG.HM,2022,170155914210.00,50023279690.00,1.06941E+11,5.51952E+11,2.22414E+11,NULL,1.98023E+11,85207571060,4.66688E+11,7.69788E+11,44269496250,52258112200,76864122560,1.23648E+12,1.06941E+11,56879578160,61822595730,6342606820,6342606820,200358719080.00,36488502960.00,-146985837090.00
NAP.HN,2016,127221557180.00,2124206140.00,23325955360,1.00738E+11,NULL,1.64176E+11,25857591820,36352160310,25857591820,2.35094E+11,19865627660,36954379730,22855806940,2.60952E+11,23325955360,2956043130,24897955570,NULL,NULL,177945890650.00,51228562350.00,-27984901630.00
